idx,v0_x,v0_y,v1_x,v1_y,order
45,-7.363577804778608,-26.73229590745951,-13.452364530084893,-26.829975290486896,
45,-7.363577804778608,-26.73229590745951,-0.876984518039329,-27.51751528216935,
45,-7.363577804778608,-26.73229590745951,-14.35827033425463,-26.286581317986748,
46,23.84404635458717,-1.8521025319775433,25.721323601307027,-3.132756951310192,
46,23.84404635458717,-1.8521025319775433,26.35187331176222,0.2996402268986742,
46,23.84404635458717,-1.8521025319775433,27.145102889123734,-3.303115751865281,
46,23.84404635458717,-1.8521025319775433,24.00417146929687,2.2594663653572162,
46,23.84404635458717,-1.8521025319775433,27.72488811507028,-3.7042957566624715,
46,23.84404635458717,-1.8521025319775433,23.736070763372993,-6.1648521894815715,
46,23.84404635458717,-1.8521025319775433,24.232005511819864,-7.973610810472017,
47,22.17276353275686,-12.801766081446601,22.30179305039764,-14.314786452040135,
47,22.17276353275686,-12.801766081446601,27.209359326457793,-13.82109910160502,
47,22.17276353275686,-12.801766081446601,24.232005511819864,-7.973610810472017,
47,22.17276353275686,-12.801766081446601,26.69668192810962,-8.726637861490108,
47,22.17276353275686,-12.801766081446601,23.736070763372993,-6.1648521894815715,
47,22.17276353275686,-12.801766081446601,27.05359458774138,-18.263445121526946,
47,22.17276353275686,-12.801766081446601,28.506310913253067,-8.397776610189386,
48,-11.847938245626146,6.229071231337066,-14.091625542430094,6.409083400294513,
48,-11.847938245626146,6.229071231337066,-13.481925391057624,2.897572234118904,
48,-11.847938245626146,6.229071231337066,-10.868171354563387,2.5956699854603613,
48,-11.847938245626146,6.229071231337066,-8.318101392801896,3.9562930430258305,
48,-11.847938245626146,6.229071231337066,-7.639908421754367,1.2763849758964305,
48,-11.847938245626146,6.229071231337066,-3.8822500074946866,-0.6673493695618831,
48,-11.847938245626146,6.229071231337066,-1.9382370352712073,1.415109974823551,
49,-5.623784931739635,-13.186842385231827,-4.200038271274064,-13.755790402746834,17
49,-5.623784931739635,-13.186842385231827,-7.886409957316857,-14.633216104608776,17
49,-5.623784931739635,-13.186842385231827,-8.339938798522525,-13.9054450654054,17
49,-5.623784931739635,-13.186842385231827,-8.428159517424493,-12.993613450287821,17
49,-5.623784931739635,-13.186842385231827,-8.909316977546776,-13.025181747454187,17
49,-5.623784931739635,-13.186842385231827,-8.874702090407624,-15.102009308169475,17
49,-5.623784931739635,-13.186842385231827,-10.693004664127095,-12.073025159482917,17
50,24.00417146929687,2.2594663653572162,26.35187331176222,0.2996402268986742,
50,24.00417146929687,2.2594663653572162,25.17730785218106,5.108069543276912,
50,24.00417146929687,2.2594663653572162,24.466238759972136,6.074481001926706,
50,24.00417146929687,2.2594663653572162,23.84404635458717,-1.8521025319775433,
50,24.00417146929687,2.2594663653572162,24.157359213009933,7.282282863651922,
50,24.00417146929687,2.2594663653572162,25.721323601307027,-3.132756951310192,
50,24.00417146929687,2.2594663653572162,26.26796418038304,8.043929723989926,
51,22.30179305039764,-14.314786452040135,22.17276353275686,-12.801766081446601,
51,22.30179305039764,-14.314786452040135,27.209359326457793,-13.82109910160502,
51,22.30179305039764,-14.314786452040135,27.05359458774138,-18.263445121526946,
51,22.30179305039764,-14.314786452040135,24.232005511819864,-7.973610810472017,
51,22.30179305039764,-14.314786452040135,26.69668192810962,-8.726637861490108,
51,22.30179305039764,-14.314786452040135,23.736070763372993,-6.1648521894815715,
51,22.30179305039764,-14.314786452040135,28.506310913253067,-8.397776610189386,
52,26.26796418038304,8.043929723989926,26.002189884082433,9.003084286017419,
52,26.26796418038304,8.043929723989926,24.30828785834285,8.547564373752394,
52,26.26796418038304,8.043929723989926,24.157359213009933,7.282282863651922,
