row,col,x,y,size,order
0,0,-40.0,40.0,2.0,
0,1,-38.0,40.0,2.0,
0,2,-36.0,40.0,2.0,
0,3,-34.0,40.0,2.0,
0,4,-32.0,40.0,2.0,
0,5,-30.0,40.0,2.0,
0,6,-28.0,40.0,2.0,
0,7,-26.0,40.0,2.0,
0,8,-24.0,40.0,2.0,
0,9,-22.0,40.0,2.0,
0,10,-20.0,40.0,2.0,
0,11,-18.0,40.0,2.0,
0,12,-16.0,40.0,2.0,
0,13,-14.0,40.0,2.0,
0,14,-12.0,40.0,2.0,
0,15,-10.0,40.0,2.0,
0,16,-8.0,40.0,2.0,
0,17,-6.0,40.0,2.0,
0,18,-4.0,40.0,2.0,
0,19,-2.0,40.0,2.0,
0,20,0.0,40.0,2.0,
0,21,2.0,40.0,2.0,
0,22,4.0,40.0,2.0,
0,23,6.0,40.0,2.0,
0,24,8.0,40.0,2.0,
0,25,10.0,40.0,2.0,
0,26,12.0,40.0,2.0,
0,27,14.0,40.0,2.0,
0,28,16.0,40.0,2.0,
0,29,18.0,40.0,2.0,
0,30,20.0,40.0,2.0,
0,31,22.0,40.0,2.0,
0,32,24.0,40.0,2.0,
0,33,26.0,40.0,2.0,
0,34,28.0,40.0,2.0,
0,35,30.0,40.0,2.0,
0,36,32.0,40.0,2.0,
0,37,34.0,40.0,2.0,
0,38,36.0,40.0,2.0,
0,39,38.0,40.0,2.0,
1,0,-40.0,38.0,2.0,
1,1,-38.0,38.0,2.0,
1,2,-36.0,38.0,2.0,
1,3,-34.0,38.0,2.0,
1,4,-32.0,38.0,2.0,
1,5,-30.0,38.0,2.0,
1,6,-28.0,38.0,2.0,
1,7,-26.0,38.0,2.0,
1,8,-24.0,38.0,2.0,
1,9,-22.0,38.0,2.0,
1,10,-20.0,38.0,2.0,
1,11,-18.0,38.0,2.0,
1,12,-16.0,38.0,2.0,
1,13,-14.0,38.0,2.0,
1,14,-12.0,38.0,2.0,
1,15,-10.0,38.0,2.0,
1,16,-8.0,38.0,2.0,
1,17,-6.0,38.0,2.0,
1,18,-4.0,38.0,2.0,
1,19,-2.0,38.0,2.0,
1,20,0.0,38.0,2.0,
1,21,2.0,38.0,2.0,
1,22,4.0,38.0,2.0,
1,23,6.0,38.0,2.0,
1,24,8.0,38.0,2.0,
1,25,10.0,38.0,2.0,
1,26,12.0,38.0,2.0,
1,27,14.0,38.0,2.0,
1,28,16.0,38.0,2.0,
1,29,18.0,38.0,2.0,
1,30,20.0,38.0,2.0,
1,31,22.0,38.0,2.0,
1,32,24.0,38.0,2.0,
1,33,26.0,38.0,2.0,
1,34,28.0,38.0,2.0,
1,35,30.0,38.0,2.0,
1,36,32.0,38.0,2.0,
1,37,34.0,38.0,2.0,
1,38,36.0,38.0,2.0,
1,39,38.0,38.0,2.0,
2,0,-40.0,36.0,2.0,
2,1,-38.0,36.0,2.0,
2,2,-36.0,36.0,2.0,
2,3,-34.0,36.0,2.0,
2,4,-32.0,36.0,2.0,
2,5,-30.0,36.0,2.0,
2,6,-28.0,36.0,2.0,
2,7,-26.0,36.0,2.0,
2,8,-24.0,36.0,2.0,
2,9,-22.0,36.0,2.0,
2,10,-20.0,36.0,2.0,
2,11,-18.0,36.0,2.0,
2,12,-16.0,36.0,2.0,
2,13,-14.0,36.0,2.0,
2,14,-12.0,36.0,2.0,
2,15,-10.0,36.0,2.0,
2,16,-8.0,36.0,2.0,
2,17,-6.0,36.0,2.0,
2,18,-4.0,36.0,2.0,
2,19,-2.0,36.0,2.0,
2,20,0.0,36.0,2.0,
2,21,2.0,36.0,2.0,
2,22,4.0,36.0,2.0,
2,23,6.0,36.0,2.0,
2,24,8.0,36.0,2.0,
2,25,10.0,36.0,2.0,
2,26,12.0,36.0,2.0,
2,27,14.0,36.0,2.0,
2,28,16.0,36.0,2.0,
2,29,18.0,36.0,2.0,
2,30,20.0,36.0,2.0,
2,31,22.0,36.0,2.0,
2,32,24.0,36.0,2.0,
2,33,26.0,36.0,2.0,
2,34,28.0,36.0,2.0,
2,35,30.0,36.0,2.0,
2,36,32.0,36.0,2.0,
2,37,34.0,36.0,2.0,0
2,38,36.0,36.0,2.0,
2,39,38.0,36.0,2.0,
3,0,-40.0,34.0,2.0,
3,1,-38.0,34.0,2.0,
3,2,-36.0,34.0,2.0,
3,3,-34.0,34.0,2.0,
3,4,-32.0,34.0,2.0,
3,5,-30.0,34.0,2.0,
3,6,-28.0,34.0,2.0,
3,7,-26.0,34.0,2.0,
3,8,-24.0,34.0,2.0,
3,9,-22.0,34.0,2.0,
3,10,-20.0,34.0,2.0,
3,11,-18.0,34.0,2.0,
3,12,-16.0,34.0,2.0,
3,13,-14.0,34.0,2.0,
3,14,-12.0,34.0,2.0,
3,15,-10.0,34.0,2.0,
3,16,-8.0,34.0,2.0,
3,17,-6.0,34.0,2.0,
3,18,-4.0,34.0,2.0,
3,19,-2.0,34.0,2.0,
3,20,0.0,34.0,2.0,
3,21,2.0,34.0,2.0,
3,22,4.0,34.0,2.0,
3,23,6.0,34.0,2.0,
3,24,8.0,34.0,2.0,
3,25,10.0,34.0,2.0,
3,26,12.0,34.0,2.0,
3,27,14.0,34.0,2.0,
3,28,16.0,34.0,2.0,
3,29,18.0,34.0,2.0,
3,30,20.0,34.0,2.0,
3,31,22.0,34.0,2.0,
3,32,24.0,34.0,2.0,
3,33,26.0,34.0,2.0,
3,34,28.0,34.0,2.0,
3,35,30.0,34.0,2.0,
3,36,32.0,34.0,2.0,
3,37,34.0,34.0,2.0,1
3,38,36.0,34.0,2.0,
3,39,38.0,34.0,2.0,
4,0,-40.0,32.0,2.0,
4,1,-38.0,32.0,2.0,
4,2,-36.0,32.0,2.0,
4,3,-34.0,32.0,2.0,
4,4,-32.0,32.0,2.0,
4,5,-30.0,32.0,2.0,
4,6,-28.0,32.0,2.0,
4,7,-26.0,32.0,2.0,
4,8,-24.0,32.0,2.0,
4,9,-22.0,32.0,2.0,
4,10,-20.0,32.0,2.0,
4,11,-18.0,32.0,2.0,
4,12,-16.0,32.0,2.0,
4,13,-14.0,32.0,2.0,
4,14,-12.0,32.0,2.0,
4,15,-10.0,32.0,2.0,
4,16,-8.0,32.0,2.0,
4,17,-6.0,32.0,2.0,
4,18,-4.0,32.0,2.0,
4,19,-2.0,32.0,2.0,
4,20,0.0,32.0,2.0,
4,21,2.0,32.0,2.0,
4,22,4.0,32.0,2.0,
4,23,6.0,32.0,2.0,
4,24,8.0,32.0,2.0,
4,25,10.0,32.0,2.0,
4,26,12.0,32.0,2.0,
4,27,14.0,32.0,2.0,
4,28,16.0,32.0,2.0,
4,29,18.0,32.0,2.0,
4,30,20.0,32.0,2.0,
4,31,22.0,32.0,2.0,
4,32,24.0,32.0,2.0,
4,33,26.0,32.0,2.0,
4,34,28.0,32.0,2.0,
4,35,30.0,32.0,2.0,
4,36,32.0,32.0,2.0,
4,37,34.0,32.0,2.0,2
4,38,36.0,32.0,2.0,
4,39,38.0,32.0,2.0,
5,0,-40.0,30.0,2.0,
5,1,-38.0,30.0,2.0,
5,2,-36.0,30.0,2.0,
5,3,-34.0,30.0,2.0,
5,4,-32.0,30.0,2.0,
5,5,-30.0,30.0,2.0,
5,6,-28.0,30.0,2.0,
5,7,-26.0,30.0,2.0,
5,8,-24.0,30.0,2.0,
5,9,-22.0,30.0,2.0,
5,10,-20.0,30.0,2.0,
5,11,-18.0,30.0,2.0,
5,12,-16.0,30.0,2.0,
5,13,-14.0,30.0,2.0,
5,14,-12.0,30.0,2.0,
5,15,-10.0,30.0,2.0,
5,16,-8.0,30.0,2.0,
5,17,-6.0,30.0,2.0,
5,18,-4.0,30.0,2.0,
5,19,-2.0,30.0,2.0,
5,20,0.0,30.0,2.0,
5,21,2.0,30.0,2.0,
5,22,4.0,30.0,2.0,
5,23,6.0,30.0,2.0,
5,24,8.0,30.0,2.0,
5,25,10.0,30.0,2.0,
5,26,12.0,30.0,2.0,
5,27,14.0,30.0,2.0,
5,28,16.0,30.0,2.0,
5,29,18.0,30.0,2.0,
5,30,20.0,30.0,2.0,
5,31,22.0,30.0,2.0,
5,32,24.0,30.0,2.0,
5,33,26.0,30.0,2.0,
5,34,28.0,30.0,2.0,
5,35,30.0,30.0,2.0,
5,36,32.0,30.0,2.0,
5,37,34.0,30.0,2.0,3
5,38,36.0,30.0,2.0,
5,39,38.0,30.0,2.0,
6,0,-40.0,28.0,2.0,
6,1,-38.0,28.0,2.0,
6,2,-36.0,28.0,2.0,
6,3,-34.0,28.0,2.0,
6,4,-32.0,28.0,2.0,
6,5,-30.0,28.0,2.0,
6,6,-28.0,28.0,2.0,
6,7,-26.0,28.0,2.0,
6,8,-24.0,28.0,2.0,
6,9,-22.0,28.0,2.0,
6,10,-20.0,28.0,2.0,
6,11,-18.0,28.0,2.0,
6,12,-16.0,28.0,2.0,
6,13,-14.0,28.0,2.0,
6,14,-12.0,28.0,2.0,
6,15,-10.0,28.0,2.0,
6,16,-8.0,28.0,2.0,
6,17,-6.0,28.0,2.0,
6,18,-4.0,28.0,2.0,
6,19,-2.0,28.0,2.0,
6,20,0.0,28.0,2.0,
6,21,2.0,28.0,2.0,
6,22,4.0,28.0,2.0,
6,23,6.0,28.0,2.0,
6,24,8.0,28.0,2.0,
6,25,10.0,28.0,2.0,
6,26,12.0,28.0,2.0,
6,27,14.0,28.0,2.0,
6,28,16.0,28.0,2.0,
6,29,18.0,28.0,2.0,
6,30,20.0,28.0,2.0,
6,31,22.0,28.0,2.0,
6,32,24.0,28.0,2.0,
6,33,26.0,28.0,2.0,
6,34,28.0,28.0,2.0,
6,35,30.0,28.0,2.0,
6,36,32.0,28.0,2.0,
6,37,34.0,28.0,2.0,4
6,38,36.0,28.0,2.0,
6,39,38.0,28.0,2.0,
7,0,-40.0,26.0,2.0,
7,1,-38.0,26.0,2.0,
7,2,-36.0,26.0,2.0,
7,3,-34.0,26.0,2.0,
7,4,-32.0,26.0,2.0,
7,5,-30.0,26.0,2.0,
7,6,-28.0,26.0,2.0,
7,7,-26.0,26.0,2.0,
7,8,-24.0,26.0,2.0,
7,9,-22.0,26.0,2.0,
7,10,-20.0,26.0,2.0,
7,11,-18.0,26.0,2.0,
7,12,-16.0,26.0,2.0,
7,13,-14.0,26.0,2.0,
7,14,-12.0,26.0,2.0,
7,15,-10.0,26.0,2.0,
7,16,-8.0,26.0,2.0,
7,17,-6.0,26.0,2.0,
7,18,-4.0,26.0,2.0,
7,19,-2.0,26.0,2.0,
7,20,0.0,26.0,2.0,
7,21,2.0,26.0,2.0,
7,22,4.0,26.0,2.0,
7,23,6.0,26.0,2.0,
7,24,8.0,26.0,2.0,
7,25,10.0,26.0,2.0,
7,26,12.0,26.0,2.0,
7,27,14.0,26.0,2.0,
7,28,16.0,26.0,2.0,
7,29,18.0,26.0,2.0,
7,30,20.0,26.0,2.0,
7,31,22.0,26.0,2.0,
7,32,24.0,26.0,2.0,
7,33,26.0,26.0,2.0,
7,34,28.0,26.0,2.0,
7,35,30.0,26.0,2.0,
7,36,32.0,26.0,2.0,
7,37,34.0,26.0,2.0,5
7,38,36.0,26.0,2.0,
7,39,38.0,26.0,2.0,
8,0,-40.0,24.0,2.0,
8,1,-38.0,24.0,2.0,
8,2,-36.0,24.0,2.0,
8,3,-34.0,24.0,2.0,
8,4,-32.0,24.0,2.0,
8,5,-30.0,24.0,2.0,
8,6,-28.0,24.0,2.0,
8,7,-26.0,24.0,2.0,
8,8,-24.0,24.0,2.0,
8,9,-22.0,24.0,2.0,
8,10,-20.0,24.0,2.0,
8,11,-18.0,24.0,2.0,
8,12,-16.0,24.0,2.0,
8,13,-14.0,24.0,2.0,
8,14,-12.0,24.0,2.0,
8,15,-10.0,24.0,2.0,
8,16,-8.0,24.0,2.0,
8,17,-6.0,24.0,2.0,
8,18,-4.0,24.0,2.0,
8,19,-2.0,24.0,2.0,
8,20,0.0,24.0,2.0,
8,21,2.0,24.0,2.0,
8,22,4.0,24.0,2.0,
8,23,6.0,24.0,2.0,
8,24,8.0,24.0,2.0,
8,25,10.0,24.0,2.0,
8,26,12.0,24.0,2.0,
8,27,14.0,24.0,2.0,
8,28,16.0,24.0,2.0,
8,29,18.0,24.0,2.0,
8,30,20.0,24.0,2.0,
8,31,22.0,24.0,2.0,
8,32,24.0,24.0,2.0,
8,33,26.0,24.0,2.0,
8,34,28.0,24.0,2.0,
8,35,30.0,24.0,2.0,
8,36,32.0,24.0,2.0,
8,37,34.0,24.0,2.0,6
8,38,36.0,24.0,2.0,
8,39,38.0,24.0,2.0,
9,0,-40.0,22.0,2.0,
9,1,-38.0,22.0,2.0,
9,2,-36.0,22.0,2.0,
9,3,-34.0,22.0,2.0,
9,4,-32.0,22.0,2.0,
9,5,-30.0,22.0,2.0,
9,6,-28.0,22.0,2.0,
9,7,-26.0,22.0,2.0,
9,8,-24.0,22.0,2.0,
9,9,-22.0,22.0,2.0,
9,10,-20.0,22.0,2.0,
9,11,-18.0,22.0,2.0,
9,12,-16.0,22.0,2.0,
9,13,-14.0,22.0,2.0,
9,14,-12.0,22.0,2.0,
9,15,-10.0,22.0,2.0,
9,16,-8.0,22.0,2.0,
9,17,-6.0,22.0,2.0,
9,18,-4.0,22.0,2.0,
9,19,-2.0,22.0,2.0,
9,20,0.0,22.0,2.0,
9,21,2.0,22.0,2.0,
9,22,4.0,22.0,2.0,
9,23,6.0,22.0,2.0,
9,24,8.0,22.0,2.0,
9,25,10.0,22.0,2.0,
9,26,12.0,22.0,2.0,
9,27,14.0,22.0,2.0,
9,28,16.0,22.0,2.0,
9,29,18.0,22.0,2.0,
9,30,20.0,22.0,2.0,
9,31,22.0,22.0,2.0,
9,32,24.0,22.0,2.0,
9,33,26.0,22.0,2.0,
9,34,28.0,22.0,2.0,
9,35,30.0,22.0,2.0,
9,36,32.0,22.0,2.0,
9,37,34.0,22.0,2.0,7
9,38,36.0,22.0,2.0,
9,39,38.0,22.0,2.0,
10,0,-40.0,20.0,2.0,
10,1,-38.0,20.0,2.0,
10,2,-36.0,20.0,2.0,
10,3,-34.0,20.0,2.0,
10,4,-32.0,20.0,2.0,
10,5,-30.0,20.0,2.0,
10,6,-28.0,20.0,2.0,
10,7,-26.0,20.0,2.0,
10,8,-24.0,20.0,2.0,
10,9,-22.0,20.0,2.0,
10,10,-20.0,20.0,2.0,
10,11,-18.0,20.0,2.0,
10,12,-16.0,20.0,2.0,
10,13,-14.0,20.0,2.0,
10,14,-12.0,20.0,2.0,
10,15,-10.0,20.0,2.0,
10,16,-8.0,20.0,2.0,
10,17,-6.0,20.0,2.0,
10,18,-4.0,20.0,2.0,
10,19,-2.0,20.0,2.0,
10,20,0.0,20.0,2.0,
10,21,2.0,20.0,2.0,
10,22,4.0,20.0,2.0,
10,23,6.0,20.0,2.0,
10,24,8.0,20.0,2.0,
10,25,10.0,20.0,2.0,
10,26,12.0,20.0,2.0,
10,27,14.0,20.0,2.0,
10,28,16.0,20.0,2.0,
10,29,18.0,20.0,2.0,
10,30,20.0,20.0,2.0,
10,31,22.0,20.0,2.0,
10,32,24.0,20.0,2.0,
10,33,26.0,20.0,2.0,
10,34,28.0,20.0,2.0,
10,35,30.0,20.0,2.0,
10,36,32.0,20.0,2.0,
10,37,34.0,20.0,2.0,8
10,38,36.0,20.0,2.0,
10,39,38.0,20.0,2.0,
11,0,-40.0,18.0,2.0,
11,1,-38.0,18.0,2.0,
11,2,-36.0,18.0,2.0,
11,3,-34.0,18.0,2.0,
11,4,-32.0,18.0,2.0,
11,5,-30.0,18.0,2.0,
11,6,-28.0,18.0,2.0,
11,7,-26.0,18.0,2.0,
11,8,-24.0,18.0,2.0,
11,9,-22.0,18.0,2.0,
11,10,-20.0,18.0,2.0,
11,11,-18.0,18.0,2.0,
11,12,-16.0,18.0,2.0,
11,13,-14.0,18.0,2.0,
11,14,-12.0,18.0,2.0,
11,15,-10.0,18.0,2.0,
11,16,-8.0,18.0,2.0,
11,17,-6.0,18.0,2.0,
11,18,-4.0,18.0,2.0,
11,19,-2.0,18.0,2.0,
11,20,0.0,18.0,2.0,
11,21,2.0,18.0,2.0,
11,22,4.0,18.0,2.0,
11,23,6.0,18.0,2.0,
11,24,8.0,18.0,2.0,
11,25,10.0,18.0,2.0,
11,26,12.0,18.0,2.0,
11,27,14.0,18.0,2.0,
11,28,16.0,18.0,2.0,18
11,29,18.0,18.0,2.0,17
11,30,20.0,18.0,2.0,16
11,31,22.0,18.0,2.0,15
11,32,24.0,18.0,2.0,14
11,33,26.0,18.0,2.0,13
11,34,28.0,18.0,2.0,12
11,35,30.0,18.0,2.0,11
11,36,32.0,18.0,2.0,10
11,37,34.0,18.0,2.0,9
11,38,36.0,18.0,2.0,
11,39,38.0,18.0,2.0,
12,0,-40.0,16.0,2.0,
12,1,-38.0,16.0,2.0,
12,2,-36.0,16.0,2.0,
12,3,-34.0,16.0,2.0,
12,4,-32.0,16.0,2.0,
12,5,-30.0,16.0,2.0,
12,6,-28.0,16.0,2.0,
12,7,-26.0,16.0,2.0,
12,8,-24.0,16.0,2.0,
12,9,-22.0,16.0,2.0,
12,10,-20.0,16.0,2.0,
12,11,-18.0,16.0,2.0,
12,12,-16.0,16.0,2.0,
12,13,-14.0,16.0,2.0,
12,14,-12.0,16.0,2.0,
12,15,-10.0,16.0,2.0,
12,16,-8.0,16.0,2.0,
12,17,-6.0,16.0,2.0,
12,18,-4.0,16.0,2.0,
12,19,-2.0,16.0,2.0,
12,20,0.0,16.0,2.0,
12,21,2.0,16.0,2.0,
12,22,4.0,16.0,2.0,
12,23,6.0,16.0,2.0,
12,24,8.0,16.0,2.0,
12,25,10.0,16.0,2.0,
12,26,12.0,16.0,2.0,
12,27,14.0,16.0,2.0,20
12,28,16.0,16.0,2.0,19
12,29,18.0,16.0,2.0,
12,30,20.0,16.0,2.0,
12,31,22.0,16.0,2.0,
12,32,24.0,16.0,2.0,
12,33,26.0,16.0,2.0,
12,34,28.0,16.0,2.0,
12,35,30.0,16.0,2.0,
12,36,32.0,16.0,2.0,
12,37,34.0,16.0,2.0,
12,38,36.0,16.0,2.0,
12,39,38.0,16.0,2.0,
13,0,-40.0,14.0,2.0,
