time,x,y,theta,Vx,Vy,Vlin,Vang,cur_cell,is_go_to_base,is_tangent_movement,is_vertical_movement,is_up,is_down,is_go_to_next_cell
417100000000,11.074200312126413,-18.964892694508375,0.0,0.1988081752382899,0.02180159302485527,0.1988081752382899,0.0,8,False,True,False,False,True,False
417100000000,11.074200312126413,-18.964892694508375,0.0,0.1988081752382899,0.02180159302485527,0.1988081752382899,0.0,8,False,True,False,False,True,False
417200000000,11.094094441934814,-18.96283755481325,0.0,0.19844100837768955,0.024923205934344564,0.19844100837768955,0.0,8,False,True,False,False,True,False
417200000000,11.094094441934814,-18.96283755481325,0.0,0.19844100837768955,0.024923205934344564,0.19844100837768955,0.0,8,False,True,False,False,True,False
417300000000,11.113975259458643,-18.960657395510765,0.0,0.19844100837768955,0.024923205934344564,0.19844100837768955,0.0,8,False,True,False,False,True,False
417300000000,11.113975259458643,-18.960657395510765,0.0,0.1978446583224987,0.029282950214309912,0.1978446583224987,0.0,8,False,True,False,False,True,False
417400000000,11.133819360296412,-18.958165074917332,0.0,0.1973600396121741,0.032388497406966414,0.1973600396121741,0.0,8,False,True,False,False,True,False
417400000000,11.133819360296412,-18.958165074917332,0.0,0.1973600396121741,0.032388497406966414,0.1973600396121741,0.0,8,False,True,False,False,True,False
417500000000,11.153663461134181,-18.9556727543239,0.0,0.19715253659664791,0.033628519347533095,0.19715253659664791,0.0,8,False,True,False,False,True,False
417500000000,11.153663461134181,-18.9556727543239,0.0,0.19715253659664791,0.033628519347533095,0.19715253659664791,0.0,8,False,True,False,False,True,False
417600000000,11.173399465095398,-18.952433904583202,0.0,0.19636497823902355,0.03795780975224755,0.19636497823902355,0.0,8,False,True,False,False,True,False
417600000000,11.173399465095398,-18.952433904583202,0.0,0.19636497823902355,0.03795780975224755,0.19636497823902355,0.0,8,False,True,False,False,True,False
417700000000,11.193114718755064,-18.94907105264845,0.0,0.1954823644870079,0.0422687257268137,0.1954823644870079,0.0,8,False,True,False,False,True,False
417700000000,11.193114718755064,-18.94907105264845,0.0,0.1954823644870079,0.0422687257268137,0.1954823644870079,0.0,8,False,True,False,False,True,False
417800000000,11.212751216578967,-18.945275271673225,0.0,0.1954823644870079,0.0422687257268137,0.1954823644870079,0.0,8,False,True,False,False,True,False
417800000000,11.212751216578967,-18.945275271673225,0.0,0.1954823644870079,0.0422687257268137,0.1954823644870079,0.0,8,False,True,False,False,True,False
417900000000,11.232299453027668,-18.941048399100545,0.0,0.19450512259193187,0.046559180464195854,0.19450512259193187,0.0,8,False,True,False,False,True,False
417900000000,11.232299453027668,-18.941048399100545,0.0,0.19450512259193187,0.046559180464195854,0.19450512259193187,0.0,8,False,True,False,False,True,False
418000000000,11.251847689476369,-18.936821526527865,0.0,0.19359252775592456,0.05021885300434077,0.19359252775592456,0.0,8,False,True,False,False,True,False
418000000000,11.251847689476369,-18.936821526527865,0.0,0.19359252775592456,0.05021885300434077,0.19359252775592456,0.0,8,False,True,False,False,True,False
418100000000,11.271298201735561,-18.932165608481444,0.0,0.19277942277511678,0.05325499182699017,0.19277942277511678,0.0,8,False,True,False,False,True,False
418100000000,11.271298201735561,-18.932165608481444,0.0,0.19277942277511678,0.05325499182699017,0.19277942277511678,0.0,8,False,True,False,False,True,False
418200000000,11.290657454511154,-18.92714372318101,0.0,0.19244083748961155,0.054465806395360805,0.19244083748961155,0.0,8,False,True,False,False,True,False
418200000000,11.290657454511154,-18.92714372318101,0.0,0.19244083748961155,0.054465806395360805,0.19244083748961155,0.0,8,False,True,False,False,True,False
418300000000,11.309935396788665,-18.92181822399831,0.0,0.19119599140769128,0.05868639424628211,0.19119599140769128,0.0,8,False,True,False,False,True,False
418300000000,11.309935396788665,-18.92181822399831,0.0,0.19119599140769128,0.05868639424628211,0.19119599140769128,0.0,8,False,True,False,False,True,False
418400000000,11.329179480537627,-18.916371643358776,0.0,0.19005529162143797,0.0622815071003438,0.19005529162143797,0.0,8,False,True,False,False,True,False
418400000000,11.329179480537627,-18.916371643358776,0.0,0.19005529162143797,0.0622815071003438,0.19005529162143797,0.0,8,False,True,False,False,True,False
418500000000,11.348299079678396,-18.91050300393415,0.0,0.198593761833674,0.0236752562974505,0.198593761833674,0.0,8,False,True,False,False,True,False
418500000000,11.348299079678396,-18.91050300393415,0.0,0.198593761833674,0.0236752562974505,0.198593761833674,0.0,8,False,True,False,False,True,False
